,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,DAGMM,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,diffusion_420_bins_7,ICL_bagging,ICL,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
47_yeast,0.4715133327686418,0.4157419844064488,0.4483650165575602,0.4955409542478915,0.4242365573181996,0.3888465370296423,0.4464329650738334,0.473284043836191,0.4288307256688568,0.4474050410813034,0.4972551961697785,0.4578881346224432,0.432489119605684,0.4323640807831464,0.4525316328053468,0.44447671252768,0.5088152369889039,0.4537941215619366,,,0.4369320313161748,0.4449324992033816,0.4079895774091149,0.4205458952981369,0.4906120045336656,0.445045437494706,0.4618813099228389,0.4200739745808174,0.445045437494706,0.4583600553397627,0.4563150655647117,0.4703678158137809,0.4559238150554809,0.4561093565340851,0.5203712442976247,0.4870988169713983,0.4610705743315464,0.5011838353037033,0.4416129201405275,0.4633454741996508,0.4449768678178305,0.4479213304130718,0.4471226953529926,0.4213324298270027,0.4718602146634237,0.4687544116520049,0.4945446771779948,0.44276247060579293
4_breastw,0.6266550296187628,0.994498709401868,0.9916343243393808,0.9924142541456984,0.355666561438042,0.9916714638539676,0.9912536443148688,0.6354663794544204,0.9883846168130584,0.9920103619245696,0.9821451783625188,0.9184416259679486,0.9895266568865944,0.992191417058179,0.9328703273848212,0.0228872258639579,0.9763049896937848,0.8839854413102821,,,0.9824933613117676,0.9768620824125828,0.9918293067909604,0.9916250394607342,0.9893363168743384,0.9768620824125828,0.9470111975636478,0.0630164713747191,0.976848155094613,0.9618484336409724,0.9642625020890976,0.917485283467345,0.967215093498728,0.9721267943027984,0.9684314126014372,0.9485432025403427,0.965989489517372,0.1826707024939184,0.9597221964308926,0.9542348331507308,0.0241035449666672,0.946649087296429,0.8875694044678836,0.8453974856548625,0.9370670925331006,0.9845685316892908,0.9556647044623126,0.9354979480418191
22_magic.gamma,0.7674325591451501,0.7736784537291241,0.7424983888727658,0.7581375019981469,0.6277188135818123,0.6799544975378174,0.6358031367415382,0.8397397141990264,0.7452506423169503,0.8326532763014338,0.7104719729819491,0.8339622808052183,0.7360739341534919,0.7064439851508582,0.732054021358057,0.5010661593248669,0.6341698213462622,0.4985078522325704,,,0.6850674985683181,0.7905509618652682,0.7817295552706849,0.7401896682804452,0.628523734590989,0.7907267696986251,0.8384515883910377,0.7236743652876477,0.790655003728581,0.8677482784896957,0.8295507409051334,0.8854695868452868,0.8231966214438805,0.8282207122094151,0.8605567681311468,0.8863952090255716,0.8669830173027886,0.6837243145967933,0.8792756465072391,0.8679846612151527,0.4970058713511508,0.8791991640373897,0.8651039589305141,0.87167878390836,0.725195345539748,0.7554696484386518,0.877736103372872,0.8834634739705469
12_fault,0.6495633750662086,0.5435312480957716,0.5720958465555144,0.590486591888104,0.5530910607900028,0.4914057776048673,0.5036701806028846,0.471397902887865,0.5305942130204696,0.5872804571085726,0.5389189138515335,0.4742032708199549,0.6219971782264075,0.5586971093226337,0.6386161122334666,0.4717166414331984,0.5330480310863829,0.4968852681856746,,,0.6615441945055099,0.6468681594255206,0.5230581557225287,0.5976816458158535,0.5629391443744991,0.6468587847624225,0.6467439451394716,0.6165504989664434,0.6468540974308736,0.6164309720119433,0.6403293319146344,0.5863804894511604,0.6429120515981457,0.620129276604122,0.5667569759211779,0.5949442441912243,0.5897366188402604,0.5313137184132445,0.5893920999714073,0.6260587510136354,0.472718558551802,0.58441649753212,0.615856773897188,0.5889585218031227,0.5240671038384558,0.6163864423622276,0.5877210662741807,0.5815138674703878
2_annthyroid,0.7602507441755413,0.9334978441664392,0.8845053044630306,0.909694340220539,0.5037189112169643,0.7677245252615148,0.7844666489120822,0.8623266821064128,0.6602317535124299,0.9281377575959844,0.7776996800803676,0.8863279586385605,0.9019474981205984,0.851893616327925,0.7735930896460432,0.7727014274461155,0.5603268191987738,0.4170242866983327,,,0.8350705857102563,0.9323859352227356,0.8335990902461032,0.8570562112391015,0.6161849331000516,0.933124211297534,0.9338759718668496,0.7296606065100892,0.9341970713925326,0.9574151235348256,0.9018132150293684,0.9201987614491788,0.9316409169006789,0.9289968322674964,0.969421099413312,0.961843937202709,0.9742654040684968,0.6424089038117294,0.9452198028791642,0.9725051156801072,0.7524808660641344,0.9753334884050202,0.9690811777806994,0.9732209175973776,0.8750301996491784,0.7514706526832459,0.972595574164158,0.9719230350001292
25_musk,1.0,0.970726654663506,1.0,1.0,0.5686091858937372,0.9971081188173876,0.998734801982607,1.0,1.0,1.0,1.0,1.0,0.9206818166019006,1.0,0.6479204176543785,0.9283355694433824,1.0,0.9327290043169668,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842892993444604,1.0,1.0,0.924289716442708,1.0,1.0,1.0,0.9923671020708928,0.9868405502916212,1.0,1.0
30_satellite,0.8296720870622565,0.7446204784993358,0.7390928721842667,0.7273423533290271,0.5318194732201009,0.6834065046533921,0.6222351917419152,0.803163788505402,0.8549595234840628,0.8223511580098474,0.6873531994807427,0.8030148102682859,0.7109044922187349,0.6663008100663723,0.5328223402135817,0.7001502513644798,0.7652607766880999,0.6558283323997066,,,0.8308865835604862,0.7705864694704058,0.692997174103964,0.698510038944296,0.6958226234285811,0.7712280586549878,0.7879577339583719,0.6873611286073059,0.7712706079116155,0.7564015970824387,0.754310876260061,0.796492601119816,0.7604692390093372,0.7437210251846929,0.8150085634566882,0.7982229375560066,0.7561496518778406,0.3865201274735524,0.7813682947508735,0.805209503158696,0.7055996831923066,0.8059322821321712,0.7929374487957108,0.7862160063826118,0.6886761351605615,0.8517110385056255,0.7816988611540698,0.7876636862085016
35_SpamBase,0.7127328182839393,0.8244877149599295,0.817048226038706,0.8146114323625424,0.3768984514592019,0.7208885261721488,0.6883043327477929,0.6711796314864937,0.778837944149999,0.833631286706222,0.8486252365407378,0.7323258833995522,0.7950167180585189,0.8140323316319992,0.6060512963563303,0.3582621512202109,0.6924188222344524,0.7181504022134936,,,0.7680941884485188,0.723842693812622,0.8101491997195438,0.8087056886633845,0.6002108133985721,0.723851410951365,0.7111239171900091,0.2148030209362113,0.7238457565910993,0.8164585233826644,0.7514538773833128,0.8117439649128098,0.7416814936558078,0.7941871762878748,0.8286705279664659,0.8086828356239776,0.8348144615918156,0.4139955311706033,0.8210750729412475,0.8363105110787765,0.3756146760805482,0.8321361796126385,0.829994355063668,0.8271261808189022,0.6456096719717132,0.8275429542901516,0.8133109295014362,0.8400223629948509
29_Pima,0.6447461712989223,0.7669455473624505,0.7137780062393647,0.7166140811117414,0.4420288570618265,0.6974705757231991,0.6260723908111174,0.7097100113442995,0.7800358054452639,0.7995515456608056,0.7333380601247873,0.6940229722064662,0.7307767300056721,0.7489364719228587,0.5243282047646057,0.3318562110039705,0.5714779495178672,0.6640846568349404,,,0.708034954622802,0.6849032189449802,0.772989931934203,0.7379998581962564,0.5868414988655701,0.6849475326148611,0.6575528218944979,0.559344866704481,0.6849475326148611,0.7008029636982417,0.6812340470788428,0.6563474900737379,0.6838662790697675,0.6784688740782756,0.7071929948950653,0.6900790555870675,0.6654849688031764,0.6038003403289847,0.6975946539988656,0.6883951361315939,0.3355076574021554,0.6707139818491208,0.6189644781622234,0.6827495745887692,0.700421866137266,0.7673443703913784,0.7119788712422008,0.675880955757232
24_mnist,0.748802624498075,0.8657399511528749,0.9056174193815456,0.9077811814380924,0.6008142567371776,0.5,0.5,0.9293322846379932,0.6234230243821667,0.9384795297429316,0.6079902305749886,0.9292946143974832,0.8614161526679637,0.9021289895268452,0.6888280829573209,0.6406304590801838,0.5563542658442688,0.7444670281905865,,,0.840513101792441,0.9028786687088628,0.9005265554497661,0.9138036593947924,0.6116595603758744,0.9028782547501758,0.820272177836652,0.7954613569565758,0.903047356873784,0.8419514012501552,0.8756834457921101,0.8663677195015937,0.8928463799312828,0.8830525313573705,0.7995494059692843,0.8236126174607774,0.819719336010266,0.5142385229954051,0.84555967214472,0.8950138676160119,0.6386012335968869,0.8567491824315934,0.8650989361261746,0.8849867533220185,0.8455010969905205,0.9028799105849236,0.8823328641801549,0.863711967545639
10_cover,0.943217188983738,0.8680340134958586,0.9608211185362978,0.9363039587548982,0.5015744892998419,0.8776996983526496,0.9145854321223243,0.9922686912519793,0.7027468372050182,0.9731982012681332,0.913053610454024,0.992807798635214,0.6945982282813288,0.9433354026928108,0.5554915885287267,0.760593282470873,0.3804424464042091,0.6547743344902747,,,0.8226726211349755,0.9744503083180404,0.5896254872391564,0.9729512824865688,0.6841836913820885,0.9738686572170048,0.9504264491402246,0.9036725141561124,0.9749856982890404,0.9622977572851988,0.9660532523433122,0.9517923916136832,0.9577055553421486,0.9597886692448984,0.9666211077144976,0.9748693019815046,,0.4651476494182869,0.9847697620732256,0.964508378427609,0.8383911618111067,0.9896514678202212,0.9654423575993614,0.9362901630250484,0.8901785555705629,0.8918565128442788,0.9844577472729684,0.9697874342379449
