,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_7_bagging
MVTec-AD_carpet,,0.6496062992125984,0.6417322834645669,0.6692913385826772,,0.7677165354330707,0.7677165354330707,0.6811023622047244,0.6614173228346457,0.6535433070866141,0.4803149606299212,0.6692913385826772,0.6692913385826772,0.6417322834645669,,,0.7283464566929134,,,,,,,,0.6614173228346457,,,,0.6692913385826772,0.7086614173228346,0.6732283464566929,0.6889763779527559,0.7086614173228346,0.7677165354330707,0.7362204724409449,,0.6456692913385826,0.6811023622047244,,,0.7244094488188977,0.716535433070866,0.7795275590551181,0.7480314960629921,0.7598425196850394,
MNIST-C_zigzag,,0.336,0.478,0.482,,0.0,0.0,0.624,0.226,0.536,0.304,0.618,0.26,0.454,,,0.222,,,,,,,,0.606,,,,0.608,0.628,0.672,0.606,0.598,0.502,0.53,,0.55,0.606,,,0.548,0.576,0.584,0.586,0.598,
CIFAR10_7,,0.1939163498098859,0.2433460076045627,0.2509505703422053,,0.1901140684410646,0.1939163498098859,0.2775665399239543,0.1901140684410646,0.2357414448669201,0.2699619771863117,0.2775665399239543,0.2205323193916349,0.2433460076045627,,,0.1634980988593156,,,,,,,,0.2585551330798479,,,,0.2623574144486692,0.247148288973384,0.2547528517110266,0.2509505703422053,0.2433460076045627,0.2509505703422053,0.2509505703422053,,0.11787072243346,0.2547528517110266,,,0.2319391634980988,0.2547528517110266,0.1939163498098859,0.2547528517110266,0.2091254752851711,
MNIST-C_scale,,0.156,0.286,0.306,,0.0,0.0,0.41,0.064,0.324,0.198,0.404,0.162,0.266,,,0.274,,,,,,,,0.414,,,,0.4299999999999999,0.4059999999999999,0.5,0.4299999999999999,0.426,0.314,0.372,,0.234,0.422,,,0.374,0.41,0.372,0.382,0.362,
MNIST-C_shot_noise,,0.276,0.346,0.358,,0.0,0.0,0.49,0.202,0.41,0.282,0.478,0.172,0.324,,,0.26,,,,,,,,0.468,,,,0.498,0.462,0.564,0.472,0.514,0.386,0.404,,0.308,0.492,,,0.468,0.474,0.39,0.4299999999999999,0.39,
CIFAR10_4,,0.3307984790874524,0.3574144486692015,0.3612167300380228,,0.0,0.0,0.3574144486692015,0.2851711026615969,0.3612167300380228,0.3193916349809886,0.3574144486692015,0.3422053231939163,0.3650190114068441,,,0.2395437262357414,,,,,,,,0.3574144486692015,,,,0.3802281368821292,0.376425855513308,0.3612167300380228,0.376425855513308,0.3802281368821292,0.3422053231939163,0.3422053231939163,,0.1444866920152091,0.376425855513308,,,0.3536121673003802,0.3498098859315589,0.311787072243346,0.3460076045627376,0.3079847908745247,
FashionMNIST_5,,0.7238095238095238,0.7936507936507936,0.7936507936507936,,0.0,0.0,0.7904761904761904,0.6190476190476191,0.7968253968253968,0.7714285714285715,0.7904761904761904,0.5333333333333333,0.7936507936507936,,,0.7365079365079364,,,,,,,,0.7968253968253968,,,,0.8000000000000002,0.8000000000000002,0.7841269841269841,0.8000000000000002,0.8000000000000002,0.6698412698412698,0.6031746031746031,,0.7428571428571429,0.7968253968253968,,,0.765079365079365,0.7746031746031746,0.7777777777777778,0.7682539682539683,0.7841269841269841,
MVTec-AD_wood,,0.5869565217391305,0.5597826086956522,0.6032608695652174,,0.4021739130434782,0.4021739130434782,0.6630434782608695,0.5,0.5815217391304348,0.5652173913043478,0.6684782608695652,0.6684782608695652,0.5597826086956522,,,0.766304347826087,,,,,,,,0.5978260869565217,,,,0.8043478260869565,0.7010869565217391,0.8369565217391305,0.6793478260869565,0.7554347826086957,0.7771739130434783,0.7391304347826085,,0.4130434782608695,0.7934782608695652,,,0.7554347826086957,0.8097826086956522,0.8152173913043479,0.7771739130434783,0.8315217391304348,
MNIST-C_shear,,0.202,0.232,0.244,,0.0,0.0,0.298,0.2,0.266,0.15,0.294,0.184,0.228,,,0.184,,,,,,,,0.296,,,,0.328,0.318,0.342,0.31,0.314,0.264,0.28,,0.216,0.338,,,0.272,0.288,0.282,0.292,0.274,
SVHN_9,,0.1224489795918367,0.1510204081632653,0.1510204081632653,,0.0,0.0,0.1714285714285714,0.0775510204081632,0.1591836734693877,0.1428571428571428,0.1632653061224489,0.110204081632653,0.1510204081632653,,,0.1142857142857142,,,,,,,,0.1714285714285714,,,,0.1673469387755102,0.1755102040816326,0.1632653061224489,0.1714285714285714,0.1591836734693877,0.1551020408163265,0.1673469387755102,,0.1469387755102041,0.1673469387755102,,,0.1673469387755102,0.1632653061224489,0.1795918367346938,0.1632653061224489,0.1673469387755102,
SVHN_3,,0.1185682326621924,0.1700223713646532,0.1767337807606264,,0.0,0.0,0.1946308724832214,0.0827740492170022,0.1812080536912751,0.1767337807606264,0.1968680089485458,0.1275167785234899,0.16331096196868,,,0.1476510067114094,,,,,,,,0.1879194630872483,,,,0.1767337807606264,0.1700223713646532,0.2013422818791946,0.1812080536912751,0.1879194630872483,0.1923937360178971,0.1879194630872483,,0.16331096196868,0.1946308724832214,,,0.1923937360178971,0.1901565995525727,0.1767337807606264,0.1834451901565995,0.1901565995525727,
20news_0,,0.1298701298701298,0.1493506493506493,0.1688311688311688,,0.0974025974025974,0.1233766233766233,0.3246753246753247,0.0909090909090909,0.2402597402597402,0.1168831168831168,0.3246753246753247,0.1493506493506493,0.1363636363636363,,,0.1233766233766233,,,,,,,,,,,,0.1688311688311688,0.2207792207792207,0.3051948051948052,0.3246753246753247,0.2272727272727272,0.1363636363636363,0.2272727272727272,,0.1298701298701298,0.2987012987012987,0.2662337662337662,,0.2337662337662337,0.2272727272727272,0.2012987012987012,0.2467532467532467,0.2012987012987012,
20news_2,,0.0887096774193548,0.0887096774193548,0.0967741935483871,,0.0806451612903225,0.0725806451612903,0.0887096774193548,0.064516129032258,0.0967741935483871,0.0806451612903225,0.1048387096774193,0.0967741935483871,0.0887096774193548,,,0.1048387096774193,,,,,,,,,,,,0.0967741935483871,0.1129032258064516,0.1209677419354838,0.0967741935483871,0.1370967741935483,0.0806451612903225,0.0806451612903225,,0.1048387096774193,0.1532258064516129,0.1290322580645161,,0.1129032258064516,0.1209677419354838,0.1290322580645161,0.1290322580645161,0.1290322580645161,
agnews_1,,0.116,0.108,0.14,,0.062,0.118,0.364,0.064,0.164,0.076,0.368,0.102,0.104,,,0.088,,,,,,,,,,,,0.246,0.118,0.222,0.238,0.248,0.214,0.216,,0.136,0.214,0.162,,0.146,0.264,0.2,0.19,0.2,
agnews_0,,0.104,0.114,0.142,,0.098,0.092,0.2099999999999999,0.106,0.168,0.15,0.208,0.106,0.096,,,0.09,,,,,,,,,,,,0.14,0.146,0.184,0.178,0.152,0.172,0.136,,0.138,0.174,0.168,,0.156,0.184,0.166,0.2,0.166,
imdb,,0.056,0.058,0.07,,0.066,0.05,0.07,0.064,0.054,0.082,0.064,0.076,0.056,,,0.108,,,,,,,,,,,,0.076,0.062,0.072,0.096,0.078,0.054,0.082,,0.086,0.088,0.108,,0.076,0.054,0.11,0.066,0.11,
20news_1,,0.08,0.088,0.088,,0.088,0.096,0.104,0.056,0.104,0.072,0.104,0.08,0.072,,,0.104,,,,,,,,,,,,0.08,0.104,0.2,0.176,0.12,0.112,0.168,,0.112,0.104,0.096,,0.152,0.104,0.192,0.12,0.192,
agnews_2,,0.17,0.194,0.2099999999999999,,0.178,0.148,0.334,0.164,0.268,0.198,0.336,0.206,0.172,,,0.162,,,,,,,,,,,,0.272,0.22,0.26,0.28,0.218,0.256,0.194,,0.096,0.28,0.258,,0.36,0.236,0.15,0.274,0.15,
yelp,,0.168,0.152,0.134,,0.16,0.134,0.208,0.162,0.188,0.172,0.206,0.124,0.162,,,0.146,,,,,,,,,,,,0.146,0.172,0.152,0.192,0.176,0.206,0.16,,0.084,0.15,0.164,,0.134,0.174,0.098,0.178,0.098,
20news_5,,0.0921052631578947,0.0657894736842105,0.0657894736842105,,0.0657894736842105,0.0921052631578947,0.1447368421052631,0.0526315789473684,0.131578947368421,0.0657894736842105,0.1447368421052631,0.1842105263157894,0.0789473684210526,,,0.131578947368421,,,,,,,,,,,,0.1578947368421052,0.131578947368421,0.2368421052631578,0.1842105263157894,0.1973684210526315,0.1447368421052631,0.1842105263157894,,0.1052631578947368,0.1842105263157894,0.131578947368421,,0.1578947368421052,0.1710526315789473,0.1447368421052631,0.1578947368421052,0.1447368421052631,
20news_4,,0.1097560975609756,0.1219512195121951,0.1341463414634146,,0.1097560975609756,0.1341463414634146,0.1463414634146341,0.1097560975609756,0.1097560975609756,0.1219512195121951,0.1463414634146341,0.0975609756097561,0.1219512195121951,,,0.1585365853658536,,,,,,,,,,,,0.1219512195121951,0.1463414634146341,0.1463414634146341,0.1829268292682926,0.1219512195121951,0.0975609756097561,0.0853658536585365,,0.073170731707317,0.1585365853658536,0.1585365853658536,,0.1585365853658536,0.1341463414634146,0.1463414634146341,0.1829268292682926,0.1463414634146341,
amazon,,0.104,0.12,0.118,,0.114,0.1,0.1,0.106,0.114,0.092,0.1,0.114,0.11,,,0.116,,,,,,,,,,,,0.114,0.11,0.148,0.114,0.138,0.11,0.118,,0.096,0.116,0.146,,0.134,0.096,0.094,0.13,0.094,
20news_3,,0.1,0.15,0.25,,0.25,0.075,0.1,0.225,0.275,0.125,0.1,0.25,0.1,,,0.25,,,,,,,,,,,,0.2,0.325,0.1,0.275,0.4000000000000001,0.25,0.125,,0.025,0.125,0.125,,0.2,0.3,0.225,0.275,0.225,
agnews_3,,0.112,0.132,0.122,,0.124,0.1,0.314,0.124,0.204,0.124,0.312,0.116,0.118,,,0.1,,,,,,,,,,,,0.238,0.216,0.266,0.246,0.214,0.2099999999999999,0.216,,0.098,0.23,0.194,,0.244,0.186,0.184,0.226,0.184,
