,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,diffusion_420_bins_7,ICL_bagging,ICL,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
MVTec-AD_capsule,,,,,,,,,,,,,,,,,,,,,,,,,0.6261980830670927,,,,0.6293929712460063,0.6517571884984026,0.6325878594249201,0.6389776357827476,0.6741214057507987,0.65814696485623,0.65814696485623,,0.4920127795527156,0.6773162939297125,0.6837060702875399,,0.6869009584664537,0.7028753993610224,0.6900958466453674,0.8178913738019169,,0.6613418530351438,
MNIST-C_identity,,,,,,,,,,,,,,,,,,,,,,,,,0.086,,,,0.084,0.076,0.074,0.08,0.082,0.1,0.092,,0.088,0.094,0.086,,0.088,0.084,0.086,0.08,,0.104,
SVHN_5,,,,,,,,,,,,,,,,,,,,,,,,,0.2292817679558011,,,,0.2209944751381215,0.2265193370165746,0.2348066298342541,0.2375690607734806,0.2403314917127071,0.2265193370165746,0.2209944751381215,,0.1933701657458563,0.2375690607734806,0.2292817679558011,,0.2265193370165746,0.2348066298342541,0.2320441988950276,0.2292817679558011,,0.2320441988950276,
FashionMNIST_2,,,,,,,,,,,,,,,,,,,,,,,,,0.5396825396825397,,,,0.5365079365079365,0.546031746031746,0.5587301587301587,0.546031746031746,0.5428571428571428,0.5301587301587302,0.5206349206349207,,0.3555555555555555,0.526984126984127,0.5301587301587302,,0.5174603174603175,0.5174603174603175,0.5206349206349207,0.5333333333333333,,0.5015873015873016,
MVTec-AD_grid,,,,,,,,,,,,,,,,,,,,,,,,,0.5263157894736842,,,,0.6140350877192983,0.6666666666666666,0.6374269005847953,0.6198830409356725,0.6140350877192983,0.6374269005847953,0.6900584795321637,,0.5497076023391813,0.6666666666666666,0.6491228070175439,,0.6842105263157895,0.6432748538011696,0.672514619883041,,,0.695906432748538,
MNIST-C_rotate,,,,,,,,,,,,,,,,,,,,,,,,,0.172,,,,0.176,0.176,0.206,0.174,0.194,0.14,0.144,,0.116,0.19,0.158,,0.146,0.172,0.176,,,,
SVHN_4,,,,,,,,,,,,,,,,,,,,,,,,,0.1989795918367347,,,,0.201530612244898,0.2040816326530612,0.1938775510204081,0.2040816326530612,0.201530612244898,0.1938775510204081,0.1989795918367347,,0.1275510204081632,0.201530612244898,0.1913265306122448,,0.1938775510204081,0.1989795918367347,0.1938775510204081,,,,
CIFAR10_1,,,,,,,,,,,,,,,,,,,,,,,,,0.2433460076045627,,,,0.2319391634980988,0.2395437262357414,0.2775665399239543,0.2623574144486692,0.2509505703422053,0.2167300380228136,0.2319391634980988,,0.2205323193916349,0.2509505703422053,0.2433460076045627,,0.2091254752851711,0.2623574144486692,0.2433460076045627,,,,
MVTec-AD_carpet,,,,,,,,,,,,,,,,,,,,,,,,,0.644,,,,0.7,0.68,0.704,0.676,0.696,0.744,0.736,,0.464,0.696,0.724,,0.736,0.7160000000000001,0.744,,,,
MNIST-C_zigzag,,,,,,,,,,,,,,,,,,,,,,,,,0.612,,,,0.592,0.6,0.646,0.616,0.604,0.546,0.53,,0.4299999999999999,0.646,0.55,,0.55,0.564,0.544,,,,
CIFAR10_7,,,,,,,,,,,,,,,,,,,,,,,,,0.2547528517110266,,,,0.2585551330798479,0.2737642585551331,0.2623574144486692,0.2509505703422053,0.2547528517110266,0.247148288973384,0.2357414448669201,,0.1216730038022813,0.2509505703422053,0.2433460076045627,,0.2357414448669201,0.2167300380228136,0.2433460076045627,,,,
MNIST-C_scale,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,0.396,0.444,0.478,0.426,0.434,0.384,0.336,,0.29,0.436,0.418,,0.386,0.374,0.396,,,,
MNIST-C_shot_noise,,,,,,,,,,,,,,,,,,,,,,,,,0.472,,,,0.472,0.484,0.472,0.466,0.464,0.402,0.452,,0.24,0.48,0.428,,0.4000000000000001,0.434,0.424,,,,
CIFAR10_4,,,,,,,,,,,,,,,,,,,,,,,,,0.3536121673003802,,,,0.376425855513308,0.3688212927756654,0.3650190114068441,0.3650190114068441,0.3650190114068441,0.338403041825095,0.3346007604562737,,0.1368821292775665,0.3612167300380228,0.338403041825095,,0.3422053231939163,0.338403041825095,0.3346007604562737,,,,
FashionMNIST_5,,,,,,,,,,,,,,,,,,,,,,,,,0.8000000000000002,,,,0.7968253968253968,0.7968253968253968,0.7968253968253968,0.8031746031746032,0.7936507936507936,0.7396825396825397,0.638095238095238,,0.7365079365079364,0.8000000000000002,0.7746031746031746,,0.7714285714285715,0.7777777777777778,0.7746031746031746,,,,
20news_0,,0.1298701298701298,0.1493506493506493,0.1688311688311688,,0.0974025974025974,0.1233766233766233,0.3246753246753247,0.0909090909090909,0.2402597402597402,0.1103896103896103,0.3246753246753247,0.1558441558441558,0.1363636363636363,,,0.1168831168831168,,,,,,,,,,,,0.1818181818181818,0.2272727272727272,0.2922077922077922,0.2727272727272727,0.2532467532467532,0.2857142857142857,0.2207792207792207,,0.1493506493506493,0.2792207792207792,0.3116883116883117,,0.2402597402597402,0.2987012987012987,0.2207792207792207,0.2142857142857142,0.2077922077922078,0.2597402597402597,
20news_2,,0.0887096774193548,0.0887096774193548,0.0967741935483871,,0.0806451612903225,0.0725806451612903,0.0967741935483871,0.064516129032258,0.0967741935483871,0.0887096774193548,0.1048387096774193,0.0967741935483871,0.0887096774193548,,,0.0887096774193548,,,,,,,,,,,,0.1129032258064516,0.1129032258064516,0.1532258064516129,0.1129032258064516,0.1129032258064516,0.0806451612903225,0.1209677419354838,,0.1048387096774193,0.0967741935483871,0.1048387096774193,,0.0887096774193548,0.1129032258064516,0.1370967741935483,0.1048387096774193,0.1290322580645161,0.1451612903225806,
agnews_1,,0.118,0.108,0.146,,0.062,0.118,0.364,0.064,0.164,0.08,0.368,0.102,0.104,,,0.09,,,,,,,,,,,,0.234,0.14,0.254,0.15,0.2099999999999999,0.154,0.07,,0.146,0.316,0.3,,0.194,0.196,0.224,0.192,0.2,0.18,
agnews_0,,0.1,0.114,0.142,,0.098,0.092,0.202,0.106,0.168,0.12,0.208,0.102,0.096,,,0.052,,,,,,,,,,,,0.138,0.132,0.23,0.194,0.182,0.152,0.08,,0.138,0.152,0.106,,0.12,0.176,0.132,0.166,0.15,0.158,
imdb,,0.06,0.058,0.07,,0.066,0.05,0.07,0.064,0.054,0.056,0.064,0.068,0.056,,,0.056,,,,,,,,,,,,0.078,0.072,0.094,0.088,0.122,0.054,0.07,,0.09,0.062,0.056,,0.084,0.088,0.072,0.11,0.114,0.068,
20news_1,,0.072,0.088,0.096,,0.088,0.096,0.104,0.056,0.104,0.08,0.104,0.08,0.072,,,0.088,,,,,,,,,,,,0.112,0.144,0.128,0.12,0.08,0.168,0.144,,0.136,0.12,0.12,,0.2,0.088,0.128,0.192,0.192,0.104,
agnews_2,,0.176,0.194,0.214,,0.178,0.148,0.338,0.164,0.268,0.184,0.336,0.208,0.172,,,0.128,,,,,,,,,,,,0.26,0.2099999999999999,0.246,0.274,0.26,0.196,0.166,,0.086,0.312,0.25,,0.276,0.214,0.308,0.162,0.18,0.31,
yelp,,0.146,0.152,0.132,,0.16,0.134,0.2099999999999999,0.162,0.188,0.172,0.206,0.126,0.162,,,0.128,,,,,,,,,,,,0.156,0.178,0.138,0.126,0.16,0.152,0.178,,0.08,0.154,0.172,,0.078,0.152,0.17,0.086,0.084,0.144,
20news_5,,0.0789473684210526,0.0657894736842105,0.0789473684210526,,0.0657894736842105,0.0921052631578947,0.1447368421052631,0.0526315789473684,0.131578947368421,0.0657894736842105,0.1447368421052631,0.1842105263157894,0.0789473684210526,,,0.0526315789473684,,,,,,,,,,,,0.2105263157894736,0.1578947368421052,0.1842105263157894,0.1710526315789473,0.2105263157894736,0.2236842105263158,0.1447368421052631,,0.131578947368421,0.1710526315789473,0.1447368421052631,,0.131578947368421,0.2368421052631578,0.1973684210526315,0.1184210526315789,0.131578947368421,0.1973684210526315,
20news_4,,0.1341463414634146,0.1219512195121951,0.0975609756097561,,0.1097560975609756,0.1341463414634146,0.1463414634146341,0.1097560975609756,0.1097560975609756,0.1097560975609756,0.1463414634146341,0.0975609756097561,0.1219512195121951,,,0.1341463414634146,,,,,,,,,,,,0.1585365853658536,0.1219512195121951,0.1097560975609756,0.1829268292682926,0.1585365853658536,0.1219512195121951,0.2317073170731707,,0.073170731707317,0.1951219512195122,0.1585365853658536,,0.0975609756097561,0.1097560975609756,0.1341463414634146,0.1463414634146341,0.1219512195121951,0.1219512195121951,
amazon,,0.1,0.12,0.116,,0.114,0.1,0.096,0.106,0.114,0.13,0.1,0.11,0.11,,,0.078,,,,,,,,,,,,0.11,0.096,0.13,0.118,0.102,0.114,0.096,,0.092,0.096,0.11,,0.082,0.102,0.094,0.092,0.088,0.106,
20news_3,,0.2291666666666666,0.3125,0.3333333333333333,,0.25,0.25,0.2916666666666667,0.25,0.3958333333333333,0.2291666666666666,0.2916666666666667,0.4166666666666667,0.3333333333333333,,,0.2916666666666667,,,,,,,,,,,,0.375,0.3958333333333333,0.3333333333333333,0.3541666666666667,0.3333333333333333,0.2916666666666667,0.2708333333333333,,0.0208333333333333,0.5625,0.3125,,0.1666666666666666,0.3125,0.2916666666666667,0.2083333333333333,0.2083333333333333,0.3333333333333333,
agnews_3,,0.118,0.132,0.12,,0.124,0.1,0.314,0.124,0.204,0.11,0.312,0.114,0.118,,,0.072,,,,,,,,,,,,0.212,0.196,0.278,0.254,0.274,0.162,0.272,,0.104,0.264,0.256,,0.18,0.234,0.246,0.19,0.17,0.2099999999999999,
